location_id,dim_store_id,loc_stateabbrv,loc_city2,loc_city,loc_zipcode,loc_lat,loc_long,location_type
722,1771,TN,Knoxville,KNOXVILLE,37932,35.881901,-84.2352486,is_bluebook
985,218,TN,Nashville,NASHVILLE,37210,36.1582,-86.7385,unkn
1577,2835,TN,Pioneer,PIONEER,37847,36.3763272,-84.2477677,is_bluebook
4596,2873,TN,White Pine,WHITE PINE,37890,36.108566,-83.339187,is_bluebook
4597,2881,TN,Gordonsville,GORDONSVILLE,38563,36.177095,-85.9493688,is_bluebook
4598,2848,TN,Niota,NIOTA,37826,35.544914,-84.565053,is_bluebook
4599,2851,TN,Monteagle,MONTEAGLE,37356,35.2329417,-85.825516,is_bluebook
157,588,TX,Sulphur Springs,SULPHUR SPRINGS,75482,33.1535461,-95.6171026,is_bluebook
206,527,TX,Weatherford,WEATHERFORD,76087,32.7273607,-97.8244224,is_bluebook
209,35,TX,Van Horn,VAN HORN,79855,31.0359358,-104.8299453,is_bluebook
234,876,TX,Huntsville,HUNTSVILLE,77320,30.7375115,-95.5941624,is_bluebook
257,1664,TX,Midland,MIDLAND,79706,31.9152892,-102.214678,is_bluebook
306,808,TX,San Antonio,SAN ANTONIO,78219,29.4399895,-98.3800829,is_bluebook
330,2275,TX,New Braunfels,NEW BRAUNFELS,78132,29.6763864,-98.156077,is_bluebook
367,1470,TX,Caddo Mills,CADDO MILLS,75135,33.0434098,-96.1780357,is_bluebook
375,2140,TX,Houston,HOUSTON,77013,29.8002384,-95.2676262,is_bluebook
377,2065,TX,Laredo,LAREDO,78045,27.6840919,-99.4615356,is_bluebook
431,2368,TX,Orange,ORANGE,77630,30.1121468,-93.821917,is_bluebook
432,1351,TX,Robinson,ROBINSON,76706,31.4555058,-97.1710605,is_bluebook
433,1615,TX,Dallas,DALLAS,75241,32.6421053,-96.7802795,is_bluebook
434,353,TX,Fort Worth,FORT WORTH,76177,32.9578779,-97.3075292,is_bluebook
435,2243,TX,Anthony,ANTHONY,79821,31.9966221,-106.5863425,is_bluebook
436,706,TX,Amarillo,AMARILLO,79118,35.1963064,-101.7412696,is_bluebook
467,467,TX,San Antonio,SAN ANTONIO,78264,29.2195747,-98.4150727,is_bluebook
472,2630,TX,Beasley,BEASLEY,77417,29.4955037,-95.9113797,is_bluebook
477,104,TX,Anna,ANNA,75409,33.344772,-96.588958,is_bluebook
486,1809,TX,Tyler,TYLER,75706,32.450417,-95.283802,is_bluebook
488,1376,TX,Cotulla,COTULLA,78014,28.4525161,-99.2381108,is_bluebook
507,1938,TX,Jarrell,JARRELL,76537,30.8112888,-97.6114641,is_dealer
551,1027,TX,Cisco,CISCO,76437,32.3730578,-99.0085064,is_dealer
553,1068,TX,Fort Stockton,FORT STOCKTON,79735,30.9055432,-102.8854665,is_bluebook
554,177,TX,George West,GEORGE WEST,78022,28.3368992,-98.0241893,is_bluebook
559,2050,TX,Big Spring,BIG SPRING,79720,32.2656585,-101.4747176,is_bluebook
568,821,TX,Von Ormy,VON ORMY,78073,29.2798988,-98.6693803,is_bluebook
573,3104,TX,Hempstead,HEMPSTEAD,77445,30.1087897,-96.0473131,is_bluebook
580,1190,TX,Odessa,ODESSA,79766,31.8644705,-102.3023903,is_bluebook
723,999,TX,Amarillo,AMARILLO,79118,35.194246,-101.723823,is_bluebook
724,1703,TX,Anthony,ANTHONY,79821,31.9968529,-106.5799931,is_bluebook
725,1092,TX,Baytown,BAYTOWN,77521,29.7950065,-95.0333801,is_bluebook
726,1580,TX,Dallas,DALLAS,75241,32.6563406,-96.751072,is_bluebook
727,337,TX,Edinburg,EDINBURG,78539,26.3352316,-98.1436867,is_bluebook
728,235,TX,El Paso,EL PASO,79928,31.659032,-106.2413583,is_bluebook
729,341,TX,Houston,HOUSTON,77090,29.9992162,-95.4276477,is_bluebook
730,626,TX,Laredo,LAREDO,78045,27.6854486,-99.4659855,is_bluebook
733,733,TX,Lubbock,LUBBOCK,79401,33.593342,-101.8412536,is_bluebook
734,282,TX,New Caney,NEW CANEY,77357,30.1927056,-95.1933173,is_bluebook
735,1271,TX,Orange,ORANGE,77630,30.1166703,-93.8198823,is_bluebook
736,1392,TX,Pecos,PECOS,79772,31.401153,-103.485879,is_bluebook
737,1125,TX,San Antonio,SAN ANTONIO,78244,29.4467458,-98.3621801,is_bluebook
738,1228,TX,Tye,TYE,79563,32.461697,-99.872525,is_bluebook
739,770,TX,Waco,WACO,76711,31.507981,-97.1450042,is_bluebook
740,498,TX,Brookshire,BROOKSHIRE,77423,29.780082,-95.9522831,is_bluebook
741,558,TX,Wichita Falls,WICHITA FALLS,76301,33.8901543,-98.4828275,is_bluebook
883,1024,TX,Canton,CANTON,75103,32.5432583,-95.7555652,is_dealer
887,450,TX,Snyder,SNYDER,79549,32.7054364,-100.8662822,is_dealer
888,480,TX,Tulia,TULIA,79088,34.528159,-101.798535,is_dealer
894,1834,TX,Eagle Pass,EAGLE PASS,78852,28.709762,-100.46364,is_dealer
990,1885,TX,Midland,MIDLAND,79760,31.9434,-102.1665,unkn
994,1382,TX,Von Ormy,VON ORMY,78073,29.319,-98.6212,unkn
1001,1539,TX,Big Lake,BIG LAKE,76932,31.1911816,-101.4512931,is_bluebook
1002,8,TX,Tilden,TILDEN,78072,28.4715408,-98.5469655,is_bluebook
1003,572,TX,Childress,CHILDRESS,79201,34.4351558,-100.2307492,is_bluebook
1006,1655,TX,Junction,JUNCTION,76849,30.5059984,-99.7767833,is_bluebook
1022,2528,TX,Wheeler,WHEELER,79096,35.4498,-100.1111,unkn
1023,2604,TX,Lufkin,LUFKIN,75901,31.3178073,-94.6985369,is_bluebook
1025,2648,TX,Channelview,CHANNELVIEW,77530,29.7711967,-95.1256427,is_bluebook
1026,2627,TX,Carrizo Springs,CARRIZO SPRINGS,78834,28.5108222,-99.8479733,is_bluebook
1027,2674,TX,Vega,VEGA,79092,35.2353043,-102.4284995,is_bluebook
1028,2618,TX,Buffalo,BUFFALO,75831,31.4485284,-96.0786668,is_bluebook
1033,2629,TX,Midland,MIDLAND,79706,31.9799092,-102.0336302,is_bluebook
1054,2715,TX,Mustang Ridge,MUSTANG RIDGE,78610,30.0346471,-97.6869824,is_bluebook
1057,2675,TX,Pasadena,PASADENA,77506,29.714247,-95.1965181,is_bluebook
1059,2708,TX,Schulenburg,SCHULENBURG,78956,29.694887,-96.902387,is_bluebook
1083,2809,TX,Stratford,STRATFORD,79084,36.33149,-102.072954,is_bluebook
1108,3086,TX,Grand Prairie,GRAND PRAIRIE,76155,32.8018754,-97.0303962,is_bluebook_one9
1134,3143,TX,Orla,ORLA,79770,31.8256018,-103.9092603,is_bluebook
1135,3123,TX,Falfurrias,FALFURRIAS,78355,27.2119283,-98.1417077,is_bluebook
1140,3111,TX,Rhome,RHOME,76078,33.1004149,-97.4703761,is_bluebook
1143,3160,TX,Odessa,ODESSA,79764,31.8762742,-102.4223668,is_bluebook
1145,3276,TX,Midland,MIDLAND,79707,31.9675299,-102.252189,is_bluebook
1146,3142,TX,Pecos,PECOS,79772,31.4008615,-103.520763,is_bluebook
1147,3146,TX,Kermit,KERMIT,79745,31.8457163,-103.090929,is_bluebook
1161,3165,TX,Odessa,ODESSA,79766,31.7846503,-102.4774377,is_bluebook
1205,3277,TX,Monahans,MONAHANS,79756,31.5767385,-102.8859939,is_bluebook
1206,3278,TX,Kermit,KERMIT,79745,31.8531568,-103.0683492,is_bluebook
1207,3232,TX,Monahans,MONAHANS,79756,31.5895253,-102.9180303,is_bluebook
1209,3309,TX,Midland,MIDLAND,79706,31.9685175,-102.0731824,is_bluebook
1211,3380,TX,Andrews,ANDREWS,79714,32.3071262,-102.5422173,is_bluebook
1227,3503,TX,Pyote,PYOTE,79777,31.5348555,-103.1262722,is_bluebook
1247,3499,TX,New Boston,NEW BOSTON,75570,33.4698317,-94.4542724,is_dealer
1248,3679,TX,Wilmer,WILMER,75172,32.5912474,-96.680529,is_one9_dealer
1262,3502,TX,Clint,CLINT,79836,31.5923733,-106.2241879,is_bluebook_one9
1282,3560,TX,Terrell,TERRELL,75160,32.723163,-96.3182874,is_one9_dealer
1284,3558,TX,Nash,NASH,75569,33.4519118,-94.1315437,is_dealer
1285,3683,TX,Santo,SANTO,76472,32.6154694,-98.1085154,is_one9_dealer
1290,3569,TX,Red Oak,RED OAK,75154,32.5164666,-96.8212183,is_one9_dealer
1292,4266,TX,Paige,PAIGE,78659,30.2149445,-97.1350153,is_dealer
1293,3568,TX,Garland,GARLAND,75043,32.85485,-96.5611576,is_one9_dealer
1295,3561,TX,Tyler,TYLER,75708,32.4407652,-95.1365288,is_one9_dealer
1297,3571,TX,Italy,ITALY,76651,32.1975812,-96.8999525,is_dealer
1299,3559,TX,Henrietta,HENRIETTA,76365,33.8004525,-98.1961772,is_dealer
1300,3570,TX,Ennis,ENNIS,75119,32.3018181,-96.6383208,is_one9_dealer
1303,3572,TX,Palestine,PALESTINE,75801,31.743479,-95.656113,is_dealer
1304,3562,TX,Fort Worth,FORT WORTH,76106,32.8418309,-97.3422565,is_one9_dealer
1305,3566,TX,Pleasanton,PLEASANTON,78064,28.911582,-98.462654,unkn
1306,3565,TX,Floresville,FLORESVILLE,78114,29.230126,-98.054406,unkn
1320,3774,TX,Waxahachie,WAXAHACHIE,75167,32.427225,-96.8736197,is_one9_dealer
1334,3989,TX,Valley View,VALLEY VIEW,76272,33.4882002,-97.1624616,is_one9_dealer
1338,4053,TX,Jarrell,JARRELL,76537,30.8385199,-97.5988195,is_one9_dealer
1344,4055,TX,Fort Worth,FORT WORTH,76126,32.6924684,-97.518421,is_one9_dealer
8612,391,TX,Seminole,SEMINOLE,79360,32.719509,-102.65446,is_licensee
8616,1645,TX,Andrews,ANDREWS,79714,32.31284,-102.567507,is_licensee
8621,865,TX,Midland,MIDLAND,79701,31.9842608,-102.0427991,is_licensee
8624,1227,TX,Odessa,ODESSA,79764,31.8734268,-102.4253805,is_licensee
8625,464,TX,Odessa,ODESSA,79761,31.8452014,-102.3406382,is_licensee
8628,191,TX,Big Spring,BIG SPRING,79721,32.281973,-101.497157,is_licensee
8630,2073,TX,Crane,CRANE,79731,31.4071838,-102.3487394,is_licensee
8637,2130,TX,Ozona,OZONA,76950,30.7003397,-101.2065504,is_licensee
8638,740,TX,Sonora,SONORA,76950,30.562291,-100.647533,is_licensee
8642,1923,TX,Kilgore,KILGORE,75662,32.3980835,-94.8967656,is_licensee
109,701,UT,Vernal,VERNAL,84078,40.433703,-109.499531,is_licensee
140,569,UT,Roosevelt,ROOSEVELT,84066,40.2944684,-109.9891828,is_dealer
294,1969,UT,Ogden,OGDEN,84404,41.2453719,-112.0193656,is_bluebook_one9
509,195,UT,Beaver,BEAVER,84713,38.2932704,-112.653177,is_dealer
510,86,UT,Scipio,SCIPIO,84656,39.2554345,-112.1171547,is_dealer
742,278,UT,Lake Point,LAKE POINT,84074,40.6861094,-112.2671304,is_bluebook
743,864,UT,Nephi,NEPHI,84648,39.685639,-111.8364249,is_bluebook
744,761,UT,Ogden,OGDEN,84401,41.231031,-112.0084148,is_bluebook
746,1493,UT,Salt Lake City,SALT LAKE CITY,84119,40.7262614,-111.9159907,is_bluebook
747,1158,UT,Springville,SPRINGVILLE,84663,40.1874931,-111.6409511,is_bluebook
748,1363,UT,Willard,WILLARD,84340,41.4237447,-112.0517947,is_bluebook
772,570,UT,North Salt Lake,NORTH SALT LAKE,84054,40.836487,-111.934094,is_bluebook
773,653,UT,Richfield,RICHFIELD,84701,38.7887531,-112.0822995,is_bluebook
774,2406,UT,Snowville,SNOWVILLE,84336,41.9635939,-112.7095853,is_bluebook
775,2067,UT,St. George,ST. GEORGE,84790,37.0596956,-113.5819903,is_bluebook
892,530,UT,Green River,GREEN RIVER,84525,38.9959456,-110.1480304,is_dealer
159,222,VA,Providence Forge,PROVIDENCE FORGE,23140,37.4999867,-77.0894073,is_bluebook
256,1719,VA,Danville,DANVILLE,24541,36.5824614,-79.3542561,is_bluebook
258,1460,VA,Troutville,TROUTVILLE,24175,37.3888327,-79.9008157,is_bluebook_one9
384,216,VA,Colonial Heights,COLONIAL HEIGHTS,23834,37.3108667,-77.3915178,is_bluebook
396,2093,VA,Staunton,STAUNTON,24401,38.0198781,-79.141011,is_bluebook
491,1329,VA,Harrisonburg,HARRISONBURG,22802,38.4801317,-78.8184653,is_bluebook
749,546,VA,Carmel Church,CARMEL CHURCH,22546,37.9333641,-77.4726449,is_bluebook
750,1553,VA,Fort Chiswell,FORT CHISWELL,24360,36.9452177,-80.9456831,is_bluebook
752,287,VA,Winchester,WINCHESTER,22624,39.290032,-78.0872148,is_bluebook
753,96,VA,Ruther Glen,RUTHER GLEN,22546,37.9395699,-77.46585,is_bluebook_one9
754,241,VA,Wytheville,WYTHEVILLE,24382,36.9355422,-80.9921741,is_bluebook
876,1103,VA,Ruther Glen,RUTHER GLEN,22546,37.9393927,-77.4685057,is_bluebook
898,1301,VA,Emporia,EMPORIA,23847,36.7045565,-77.5530073,is_dealer
899,1050,VA,South Hill,SOUTH HILL,23970,36.7108505,-78.1088229,is_dealer
1049,3095,VA,Suffolk,SUFFOLK,23434,36.7142958,-76.670067,is_dealer
2867,2444,VA,Alexandria,ALEXANDRIA,22302,38.8432066,-77.1113466,is_dealer
2868,2473,VA,Alexandria,ALEXANDRIA,22303,38.7963095,-77.082011,is_dealer
2869,2475,VA,Hybla Valley,HYBLA VALLEY,22306,38.7518743,-77.0836166,is_dealer
2870,2454,VA,Annandale,ANNANDALE,22003,38.8301578,-77.1905236,is_dealer
2871,2470,VA,Alexandria,ALEXANDRIA,22314,38.7989385,-77.0513849,is_dealer
2874,2445,VA,Richmond,RICHMOND,23234,37.4613756,-77.4422066,is_dealer
4617,2477,VA,Galax,GALAX,24333,36.6709566,-80.9179438,is_dealer
4618,2438,VA,Wytheville,WYTHEVILLE,24382,36.936112,-80.995368,is_dealer
4619,2484,VA,Wytheville,WYTHEVILLE,24382,36.9388426,-80.9918235,is_bluebook
4620,2458,VA,Radford,RADFORD,24141,37.1263811,-80.5861302,is_dealer
4621,2494,VA,Radford,RADFORD,24141,37.14289,-80.5791351,is_dealer
4622,2472,VA,South Boston,SOUTH BOSTON,24592,36.675295,-78.927745,is_bluebook
4623,2440,VA,Halifax,HALIFAX,24558,36.7606719,-78.9273631,is_dealer
4624,2466,VA,Pulaski,PULASKI,24301,37.0483937,-80.7682478,is_dealer
4625,2489,VA,Christiansburg,CHRISTIANSBURG,24073,37.1307507,-80.4034176,is_dealer
4626,2464,VA,Blacksburg,BLACKSBURG,24060,37.1774703,-80.4170774,is_dealer
4627,2468,VA,Blacksburg,BLACKSBURG,24060,37.2013014,-80.3990913,is_dealer
4628,2497,VA,Blacksburg,BLACKSBURG,24060,37.2371612,-80.4213374,is_dealer
4629,2499,VA,Bassett,BASSETT,24055,36.7439594,-79.936527,is_dealer
4630,2495,VA,Ridgeway,RIDGEWAY,24148,36.6282753,-79.8589517,is_dealer
4631,2501,VA,Bassett,BASSETT,24055,36.7476362,-79.9371522,is_dealer
4632,2483,VA,Danville,DANVILLE,24540,36.5817282,-79.3492815,is_dealer
4633,2467,VA,Roanoke,ROANOKE,24012,37.2898164,-79.9102789,is_dealer
4634,2456,VA,Roanoke,ROANOKE,24018,37.225702,-80.011377,is_dealer
4635,2491,VA,Salem,SALEM,24153,37.2790263,-80.0348596,is_dealer
4636,2474,VA,Lynchburg,LYNCHBURG,24501,37.3964179,-79.2242953,is_dealer
4637,2502,VA,Lynchburg,LYNCHBURG,24502,37.3499302,-79.2306453,is_dealer
4638,2480,VA,Madison Heights,MADISON HEIGHTS,24572,37.4503492,-79.1211712,is_dealer
4639,2498,VA,Lynchburg,LYNCHBURG,24502,37.3601349,-79.181284,is_dealer
4640,2507,VA,Lynchburg,LYNCHBURG,24501,37.3813679,-79.1356042,is_dealer
4641,2482,VA,Harrisonburg,HARRISONBURG,22801,38.4326788,-78.8830021,is_dealer
4642,2496,VA,Tom'S Brook,TOM'S BROOK,22660,38.967294,-78.4375217,is_bluebook
4643,2451,VA,Front Royal,FRONT ROYAL,22630,38.9119457,-78.1844307,is_dealer
4644,2449,VA,Front Royal,FRONT ROYAL,22630,38.937564,-78.1995012,is_dealer
4645,2448,VA,Vinton,VINTON,24179,37.2745756,-79.8943039,is_dealer
4647,2476,VA,Waynesboro,WAYNESBORO,22980,38.0800735,-78.9230562,is_dealer
4648,2453,VA,Waynesboro,WAYNESBORO,22980,38.0662847,-78.8775154,is_dealer
4649,2490,VA,Raphine,RAPHINE,24472,37.9323785,-79.2325783,is_bluebook
4650,2439,VA,Staunton,STAUNTON,24401,38.1413131,-79.0508823,is_dealer
4651,2504,VA,Skippers,SKIPPERS,23879,36.6070401,-77.5608719,is_bluebook
4652,2460,VA,Charlottesville,CHARLOTTESVILLE,22911,38.03418,-78.4562117,is_dealer
4653,2459,VA,Charlottesville,CHARLOTTESVILLE,22901,38.0971251,-78.4636863,is_dealer
4654,2452,VA,Charlottesville,CHARLOTTESVILLE,22901,38.0805908,-78.4755275,is_dealer
4656,2457,VA,Disputanta,DISPUTANTA,23842,37.1846475,-77.3182374,is_bluebook
4657,2442,VA,Virginia Beach,VIRGINIA BEACH,23455,36.8700882,-76.1466316,is_dealer
4658,2485,VA,Virginia Beach,VIRGINIA BEACH,23464,36.8116331,-76.2028023,is_dealer
4663,2469,VA,Williamsburg,WILLIAMSBURG,23185,37.2725356,-76.6817413,is_dealer
4664,2465,VA,Williamsburg,WILLIAMSBURG,23185,37.3044481,-76.7294956,is_dealer
4666,2488,VA,Gloucester Point,GLOUCESTER POINT,23062,37.2551017,-76.4970143,is_dealer
4667,2500,VA,Chesapeake,CHESAPEAKE,23321,36.8653292,-76.4090096,is_dealer
4668,2481,VA,Chesapeake,CHESAPEAKE,23321,36.82526,-76.403502,is_dealer
4676,2493,VA,Suffolk,SUFFOLK,23434,36.6894503,-76.6088904,is_dealer
151,1900,WA,Tumwater,TUMWATER,98512,46.9532331,-122.9349035,is_bluebook
583,2213,WA,Ferndale,FERNDALE,98248,48.8484155,-122.5733064,is_bluebook
963,781,WA,Spokane,SPOKANE,99224,47.6206104,-117.5069616,is_licensee
965,1304,WA,Ellensburg,ELLENSBURG,98926,46.9707317,-120.5368689,is_licensee
967,371,WA,Spokane,SPOKANE,99212,47.6631405,-117.3160542,is_licensee
970,1587,WA,Pasco,PASCO,99301,46.2622806,-119.0818179,is_licensee
1103,3127,WA,Arlington,ARLINGTON,98223,48.1876221,-122.1960685,is_bluebook
1169,3163,WA,Tumwater,TUMWATER,98512,46.9520311,-122.9404672,is_bluebook
1173,3176,WA,Tacoma,TACOMA,98421,47.242034,-122.4120547,is_bluebook
1195,3494,WA,Ellensburg,ELLENSBURG,98926,47.0053641,-120.5866212,is_bluebook
1341,4110,WA,Arlington,ARLINGTON,98223,48.18815,-122.2061599,is_one9_dealer
40,2151,WI,Oak Creek,OAK CREEK,53154,42.8718696,-87.9440761,is_bluebook
164,1972,WI,Mauston,MAUSTON,53948,43.7971868,-90.0508139,is_bluebook
289,1509,WI,Beloit,BELOIT,53511,42.5267409,-88.9797325,is_bluebook
324,1115,WI,Franksville,FRANKSVILLE,53126,42.7793834,-87.9518404,is_bluebook
470,316,WI,Roberts,ROBERTS,54023,44.963033,-92.560495,is_bluebook
756,1670,WI,Black River Falls,BLACK RIVER FALLS,54615,44.2944349,-90.8569491,is_bluebook
243,1455,WV,Nitro,NITRO,25143,38.4435533,-81.8307863,is_bluebook
474,232,WV,Sutton,SUTTON,26601,38.7051861,-80.6642072,is_bluebook
503,771,WV,Morgantown,MORGANTOWN,26508,39.5386137,-79.9944183,is_bluebook
102,2359,WY,Rock Springs,ROCK SPRINGS,82901,41.617623,-109.2344761,is_licensee
141,528,WY,Evanston,EVANSTON,82930,41.2689143,-110.9408948,is_bluebook
308,2070,WY,Laramie,LARAMIE,82072,41.3271713,-105.6104859,is_bluebook
402,1033,WY,Cheyenne,CHEYENNE,82007,41.1363693,-104.7067523,is_bluebook
758,968,WY,Casper,CASPER,82609,42.8518741,-106.269591,is_bluebook
759,1561,WY,Cheyenne,CHEYENNE,82007,41.0979761,-104.8542335,is_bluebook
760,2424,WY,Cokeville,COKEVILLE,83114,42.0871802,-110.9475792,is_bluebook
761,1346,WY,Evanston,EVANSTON,82930,41.2648011,-110.9778067,is_bluebook
762,301,WY,Gillette,GILLETTE,82718,44.2773512,-105.4952757,is_bluebook
763,2287,WY,Rawlins,RAWLINS,82301,41.777686,-107.311169,is_bluebook
764,934,WY,Rock Springs,ROCK SPRINGS,82901,41.6083717,-109.2307447,is_bluebook
